Data source,Date of update,Product name,Product type,Non-traditionals categories,Antibacterial class,Indications,Route of administration,R&D phase,Developer,Pathogen category,Pathogen name,Pathogen activity,Active against priority pathogens?,Innovative?,NCE?,Mycobacterium tuberculosis,Clostridioides difficile
WHO AMR pipeline analysis,Nov-21,Enmetazobactam + cefepime,Antibiotics,,β-lactam BLI + cephalosporin,"cUTI, AP",IV,Phase III,Allecra therapeutics,Priority pathogens,Enterobacterales,Critical priority pathogens,Possibly,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Enmetazobactam + cefepime,Antibiotics,,β-lactam BLI + cephalosporin,"cUTI, AP",IV,Phase III,Allecra therapeutics,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Possibly,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Enmetazobactam + cefepime,Antibiotics,,β-lactam BLI + cephalosporin,"cUTI, AP",IV,Phase III,Allecra therapeutics,Priority pathogens,Campylobacter spp.,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Enmetazobactam + cefepime,Antibiotics,,β-lactam BLI + cephalosporin,"cUTI, AP",IV,Phase III,Allecra therapeutics,Priority pathogens,Enterococcus faecium,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Enmetazobactam + cefepime,Antibiotics,,β-lactam BLI + cephalosporin,"cUTI, AP",IV,Phase III,Allecra therapeutics,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Enmetazobactam + cefepime,Antibiotics,,β-lactam BLI + cephalosporin,"cUTI, AP",IV,Phase III,Allecra therapeutics,Priority pathogens,Helicobacter pylori,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Enmetazobactam + cefepime,Antibiotics,,β-lactam BLI + cephalosporin,"cUTI, AP",IV,Phase III,Allecra therapeutics,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Enmetazobactam + cefepime,Antibiotics,,β-lactam BLI + cephalosporin,"cUTI, AP",IV,Phase III,Allecra therapeutics,Priority pathogens,Other priority pathogens,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Enmetazobactam + cefepime,Antibiotics,,β-lactam BLI + cephalosporin,"cUTI, AP",IV,Phase III,Allecra therapeutics,Priority pathogens,Staphylococcus aureus,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Enmetazobactam + cefepime,Antibiotics,,β-lactam BLI + cephalosporin,"cUTI, AP",IV,Phase III,Allecra therapeutics,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Enmetazobactam + cefepime,Antibiotics,,β-lactam BLI + cephalosporin,"cUTI, AP",IV,Phase III,Allecra therapeutics,Priority pathogens,All critical priority pathogens,Critical priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Enmetazobactam + cefepime,Antibiotics,,β-lactam BLI + cephalosporin,"cUTI, AP",IV,Phase III,Allecra therapeutics,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,ETX0282 + cefpodoxime,Antibiotics,,DBO-BLI/PBP2 binder + cephalosporin,"Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales",Oral,Phase I,Entasis Therapeutics Inc.,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,ETX0282 + cefpodoxime,Antibiotics,,DBO-BLI/PBP2 binder + cephalosporin,"Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales",Oral,Phase I,Entasis Therapeutics Inc.,Priority pathogens,Staphylococcus aureus,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,ETX0282 + cefpodoxime,Antibiotics,,DBO-BLI/PBP2 binder + cephalosporin,"Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales",Oral,Phase I,Entasis Therapeutics Inc.,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Possibly,No,Yes,,
WHO AMR pipeline analysis,Nov-21,ETX0282 + cefpodoxime,Antibiotics,,DBO-BLI/PBP2 binder + cephalosporin,"Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales",Oral,Phase I,Entasis Therapeutics Inc.,Priority pathogens,Other priority pathogens,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,ETX0282 + cefpodoxime,Antibiotics,,DBO-BLI/PBP2 binder + cephalosporin,"Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales",Oral,Phase I,Entasis Therapeutics Inc.,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,ETX0282 + cefpodoxime,Antibiotics,,DBO-BLI/PBP2 binder + cephalosporin,"Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales",Oral,Phase I,Entasis Therapeutics Inc.,Priority pathogens,Helicobacter pylori,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,ETX0282 + cefpodoxime,Antibiotics,,DBO-BLI/PBP2 binder + cephalosporin,"Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales",Oral,Phase I,Entasis Therapeutics Inc.,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,ETX0282 + cefpodoxime,Antibiotics,,DBO-BLI/PBP2 binder + cephalosporin,"Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales",Oral,Phase I,Entasis Therapeutics Inc.,Priority pathogens,Enterococcus faecium,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,ETX0282 + cefpodoxime,Antibiotics,,DBO-BLI/PBP2 binder + cephalosporin,"Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales",Oral,Phase I,Entasis Therapeutics Inc.,Priority pathogens,Enterobacterales,Critical priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,ETX0282 + cefpodoxime,Antibiotics,,DBO-BLI/PBP2 binder + cephalosporin,"Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales",Oral,Phase I,Entasis Therapeutics Inc.,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,ETX0282 + cefpodoxime,Antibiotics,,DBO-BLI/PBP2 binder + cephalosporin,"Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales",Oral,Phase I,Entasis Therapeutics Inc.,Priority pathogens,Campylobacter spp.,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,ETX0282 + cefpodoxime,Antibiotics,,DBO-BLI/PBP2 binder + cephalosporin,"Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales",Oral,Phase I,Entasis Therapeutics Inc.,Priority pathogens,All critical priority pathogens,Critical priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,ETX0282 + cefpodoxime,Antibiotics,,DBO-BLI/PBP2 binder + cephalosporin,"Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales",Oral,Phase I,Entasis Therapeutics Inc.,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Possibly,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Ftortiazinon + cefepime,Non-traditional,Miscellaneous,Type III secretion system inhibition + cefepime,P. aeruginosa cUTI,Oral,Phase II,Gamaleya Research Institute of Epidemiology and Microbiology,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,Ftortiazinon + cefepime,Non-traditional,Miscellaneous,Type III secretion system inhibition + cefepime,P. aeruginosa cUTI,Oral,Phase II,Gamaleya Research Institute of Epidemiology and Microbiology,Priority pathogens,Staphylococcus aureus,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,Ftortiazinon + cefepime,Non-traditional,Miscellaneous,Type III secretion system inhibition + cefepime,P. aeruginosa cUTI,Oral,Phase II,Gamaleya Research Institute of Epidemiology and Microbiology,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,Ftortiazinon + cefepime,Non-traditional,Miscellaneous,Type III secretion system inhibition + cefepime,P. aeruginosa cUTI,Oral,Phase II,Gamaleya Research Institute of Epidemiology and Microbiology,Priority pathogens,Other priority pathogens,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,Ftortiazinon + cefepime,Non-traditional,Miscellaneous,Type III secretion system inhibition + cefepime,P. aeruginosa cUTI,Oral,Phase II,Gamaleya Research Institute of Epidemiology and Microbiology,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,Ftortiazinon + cefepime,Non-traditional,Miscellaneous,Type III secretion system inhibition + cefepime,P. aeruginosa cUTI,Oral,Phase II,Gamaleya Research Institute of Epidemiology and Microbiology,Priority pathogens,Helicobacter pylori,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,Ftortiazinon + cefepime,Non-traditional,Miscellaneous,Type III secretion system inhibition + cefepime,P. aeruginosa cUTI,Oral,Phase II,Gamaleya Research Institute of Epidemiology and Microbiology,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,Ftortiazinon + cefepime,Non-traditional,Miscellaneous,Type III secretion system inhibition + cefepime,P. aeruginosa cUTI,Oral,Phase II,Gamaleya Research Institute of Epidemiology and Microbiology,Priority pathogens,Enterococcus faecium,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,Ftortiazinon + cefepime,Non-traditional,Miscellaneous,Type III secretion system inhibition + cefepime,P. aeruginosa cUTI,Oral,Phase II,Gamaleya Research Institute of Epidemiology and Microbiology,Priority pathogens,Enterobacterales,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,Ftortiazinon + cefepime,Non-traditional,Miscellaneous,Type III secretion system inhibition + cefepime,P. aeruginosa cUTI,Oral,Phase II,Gamaleya Research Institute of Epidemiology and Microbiology,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,Ftortiazinon + cefepime,Non-traditional,Miscellaneous,Type III secretion system inhibition + cefepime,P. aeruginosa cUTI,Oral,Phase II,Gamaleya Research Institute of Epidemiology and Microbiology,Priority pathogens,Campylobacter spp.,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,Ftortiazinon + cefepime,Non-traditional,Miscellaneous,Type III secretion system inhibition + cefepime,P. aeruginosa cUTI,Oral,Phase II,Gamaleya Research Institute of Epidemiology and Microbiology,Priority pathogens,All critical priority pathogens,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,Ftortiazinon + cefepime,Non-traditional,Miscellaneous,Type III secretion system inhibition + cefepime,P. aeruginosa cUTI,Oral,Phase II,Gamaleya Research Institute of Epidemiology and Microbiology,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,Gepotidacin,Antibiotics,,Topoisomerase Inhibitors (Triazaacenaphthylene),Uncomplicated urogenital gonorrhea and uUTI,"IV, Oral",Phase III,GSK,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,Gepotidacin,Antibiotics,,Topoisomerase Inhibitors (Triazaacenaphthylene),Uncomplicated urogenital gonorrhea and uUTI,"IV, Oral",Phase III,GSK,Priority pathogens,All critical priority pathogens,Critical priority pathogens,,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,Gepotidacin,Antibiotics,,Topoisomerase Inhibitors (Triazaacenaphthylene),Uncomplicated urogenital gonorrhea and uUTI,"IV, Oral",Phase III,GSK,Priority pathogens,Critical priority pathogens,Critical priority pathogens,,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,Gepotidacin,Antibiotics,,Topoisomerase Inhibitors (Triazaacenaphthylene),Uncomplicated urogenital gonorrhea and uUTI,"IV, Oral",Phase III,GSK,Priority pathogens,Enterobacterales,Critical priority pathogens,,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,Gepotidacin,Antibiotics,,Topoisomerase Inhibitors (Triazaacenaphthylene),Uncomplicated urogenital gonorrhea and uUTI,"IV, Oral",Phase III,GSK,Priority pathogens,Campylobacter spp.,Other priority pathogens,No,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,Gepotidacin,Antibiotics,,Topoisomerase Inhibitors (Triazaacenaphthylene),Uncomplicated urogenital gonorrhea and uUTI,"IV, Oral",Phase III,GSK,Priority pathogens,Enterococcus faecium,Other priority pathogens,No,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,Gepotidacin,Antibiotics,,Topoisomerase Inhibitors (Triazaacenaphthylene),Uncomplicated urogenital gonorrhea and uUTI,"IV, Oral",Phase III,GSK,Priority pathogens,Helicobacter pylori,Other priority pathogens,No,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,Gepotidacin,Antibiotics,,Topoisomerase Inhibitors (Triazaacenaphthylene),Uncomplicated urogenital gonorrhea and uUTI,"IV, Oral",Phase III,GSK,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,No,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,Gepotidacin,Antibiotics,,Topoisomerase Inhibitors (Triazaacenaphthylene),Uncomplicated urogenital gonorrhea and uUTI,"IV, Oral",Phase III,GSK,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,No,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,Gepotidacin,Antibiotics,,Topoisomerase Inhibitors (Triazaacenaphthylene),Uncomplicated urogenital gonorrhea and uUTI,"IV, Oral",Phase III,GSK,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,Yes,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,Gepotidacin,Antibiotics,,Topoisomerase Inhibitors (Triazaacenaphthylene),Uncomplicated urogenital gonorrhea and uUTI,"IV, Oral",Phase III,GSK,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,Yes,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,Gepotidacin,Antibiotics,,Topoisomerase Inhibitors (Triazaacenaphthylene),Uncomplicated urogenital gonorrhea and uUTI,"IV, Oral",Phase III,GSK,Priority pathogens,Other priority pathogens,Other priority pathogens,Yes,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,Gepotidacin,Antibiotics,,Topoisomerase Inhibitors (Triazaacenaphthylene),Uncomplicated urogenital gonorrhea and uUTI,"IV, Oral",Phase III,GSK,Priority pathogens,Staphylococcus aureus,Other priority pathogens,Yes,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,GSK3882347,Non-traditional,Miscellaneous,Undisclosed (FimH),E.coli UTI,Oral,Phase I,GSK,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,GSK3882347,Non-traditional,Miscellaneous,Undisclosed (FimH),E.coli UTI,Oral,Phase I,GSK,Priority pathogens,Staphylococcus aureus,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,GSK3882347,Non-traditional,Miscellaneous,Undisclosed (FimH),E.coli UTI,Oral,Phase I,GSK,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,GSK3882347,Non-traditional,Miscellaneous,Undisclosed (FimH),E.coli UTI,Oral,Phase I,GSK,Priority pathogens,Other priority pathogens,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,GSK3882347,Non-traditional,Miscellaneous,Undisclosed (FimH),E.coli UTI,Oral,Phase I,GSK,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,GSK3882347,Non-traditional,Miscellaneous,Undisclosed (FimH),E.coli UTI,Oral,Phase I,GSK,Priority pathogens,Helicobacter pylori,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,GSK3882347,Non-traditional,Miscellaneous,Undisclosed (FimH),E.coli UTI,Oral,Phase I,GSK,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,GSK3882347,Non-traditional,Miscellaneous,Undisclosed (FimH),E.coli UTI,Oral,Phase I,GSK,Priority pathogens,Enterococcus faecium,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,GSK3882347,Non-traditional,Miscellaneous,Undisclosed (FimH),E.coli UTI,Oral,Phase I,GSK,Priority pathogens,Enterobacterales,Critical priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,GSK3882347,Non-traditional,Miscellaneous,Undisclosed (FimH),E.coli UTI,Oral,Phase I,GSK,Priority pathogens,Critical priority pathogens,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,GSK3882347,Non-traditional,Miscellaneous,Undisclosed (FimH),E.coli UTI,Oral,Phase I,GSK,Priority pathogens,Campylobacter spp.,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,GSK3882347,Non-traditional,Miscellaneous,Undisclosed (FimH),E.coli UTI,Oral,Phase I,GSK,Priority pathogens,All critical priority pathogens,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,GSK3882347,Non-traditional,Miscellaneous,Undisclosed (FimH),E.coli UTI,Oral,Phase I,GSK,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,KBP-7072,Antibiotics,,Tetracycline,"Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)",Oral,Phase I,"KBP BioSciences Pharmaceutical Technical Co., Ltd.",Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,KBP-7072,Antibiotics,,Tetracycline,"Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)",Oral,Phase I,"KBP BioSciences Pharmaceutical Technical Co., Ltd.",Priority pathogens,Staphylococcus aureus,Other priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,KBP-7072,Antibiotics,,Tetracycline,"Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)",Oral,Phase I,"KBP BioSciences Pharmaceutical Technical Co., Ltd.",Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Possibly,No,Yes,,
WHO AMR pipeline analysis,Nov-21,KBP-7072,Antibiotics,,Tetracycline,"Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)",Oral,Phase I,"KBP BioSciences Pharmaceutical Technical Co., Ltd.",Priority pathogens,Other priority pathogens,Other priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,KBP-7072,Antibiotics,,Tetracycline,"Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)",Oral,Phase I,"KBP BioSciences Pharmaceutical Technical Co., Ltd.",Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,KBP-7072,Antibiotics,,Tetracycline,"Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)",Oral,Phase I,"KBP BioSciences Pharmaceutical Technical Co., Ltd.",Priority pathogens,Helicobacter pylori,Other priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,KBP-7072,Antibiotics,,Tetracycline,"Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)",Oral,Phase I,"KBP BioSciences Pharmaceutical Technical Co., Ltd.",Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,KBP-7072,Antibiotics,,Tetracycline,"Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)",Oral,Phase I,"KBP BioSciences Pharmaceutical Technical Co., Ltd.",Priority pathogens,Enterococcus faecium,Other priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,KBP-7072,Antibiotics,,Tetracycline,"Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)",Oral,Phase I,"KBP BioSciences Pharmaceutical Technical Co., Ltd.",Priority pathogens,Enterobacterales,Critical priority pathogens,Possibly,No,Yes,,
WHO AMR pipeline analysis,Nov-21,KBP-7072,Antibiotics,,Tetracycline,"Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)",Oral,Phase I,"KBP BioSciences Pharmaceutical Technical Co., Ltd.",Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,KBP-7072,Antibiotics,,Tetracycline,"Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)",Oral,Phase I,"KBP BioSciences Pharmaceutical Technical Co., Ltd.",Priority pathogens,Campylobacter spp.,Other priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,KBP-7072,Antibiotics,,Tetracycline,"Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)",Oral,Phase I,"KBP BioSciences Pharmaceutical Technical Co., Ltd.",Priority pathogens,All critical priority pathogens,Critical priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,KBP-7072,Antibiotics,,Tetracycline,"Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)",Oral,Phase I,"KBP BioSciences Pharmaceutical Technical Co., Ltd.",Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,LBP-EC01,Non-traditional,Bacteriophages and phage-derived enzymes,CRISPR-Cas3 enhanced phage,E. coli,IV,Phase I,Locus Bioscience,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,LBP-EC01,Non-traditional,Bacteriophages and phage-derived enzymes,CRISPR-Cas3 enhanced phage,E. coli,IV,Phase I,Locus Bioscience,Priority pathogens,Staphylococcus aureus,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,LBP-EC01,Non-traditional,Bacteriophages and phage-derived enzymes,CRISPR-Cas3 enhanced phage,E. coli,IV,Phase I,Locus Bioscience,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,LBP-EC01,Non-traditional,Bacteriophages and phage-derived enzymes,CRISPR-Cas3 enhanced phage,E. coli,IV,Phase I,Locus Bioscience,Priority pathogens,Other priority pathogens,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,LBP-EC01,Non-traditional,Bacteriophages and phage-derived enzymes,CRISPR-Cas3 enhanced phage,E. coli,IV,Phase I,Locus Bioscience,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,LBP-EC01,Non-traditional,Bacteriophages and phage-derived enzymes,CRISPR-Cas3 enhanced phage,E. coli,IV,Phase I,Locus Bioscience,Priority pathogens,Helicobacter pylori,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,LBP-EC01,Non-traditional,Bacteriophages and phage-derived enzymes,CRISPR-Cas3 enhanced phage,E. coli,IV,Phase I,Locus Bioscience,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,LBP-EC01,Non-traditional,Bacteriophages and phage-derived enzymes,CRISPR-Cas3 enhanced phage,E. coli,IV,Phase I,Locus Bioscience,Priority pathogens,Enterococcus faecium,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,LBP-EC01,Non-traditional,Bacteriophages and phage-derived enzymes,CRISPR-Cas3 enhanced phage,E. coli,IV,Phase I,Locus Bioscience,Priority pathogens,Enterobacterales,Critical priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,LBP-EC01,Non-traditional,Bacteriophages and phage-derived enzymes,CRISPR-Cas3 enhanced phage,E. coli,IV,Phase I,Locus Bioscience,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,LBP-EC01,Non-traditional,Bacteriophages and phage-derived enzymes,CRISPR-Cas3 enhanced phage,E. coli,IV,Phase I,Locus Bioscience,Priority pathogens,Campylobacter spp.,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,LBP-EC01,Non-traditional,Bacteriophages and phage-derived enzymes,CRISPR-Cas3 enhanced phage,E. coli,IV,Phase I,Locus Bioscience,Priority pathogens,All critical priority pathogens,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,LBP-EC01,Non-traditional,Bacteriophages and phage-derived enzymes,CRISPR-Cas3 enhanced phage,E. coli,IV,Phase I,Locus Bioscience,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,LMN-101,Non-traditional,Antibodies,"Monoclonal Ab like
recombinant protein",E. coli and  C. jejuni infections,Oral,Phase II,Lumen Bioscience,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,LMN-101,Non-traditional,Antibodies,"Monoclonal Ab like
recombinant protein",E. coli and  C. jejuni infections,Oral,Phase II,Lumen Bioscience,Priority pathogens,Staphylococcus aureus,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,LMN-101,Non-traditional,Antibodies,"Monoclonal Ab like
recombinant protein",E. coli and  C. jejuni infections,Oral,Phase II,Lumen Bioscience,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,LMN-101,Non-traditional,Antibodies,"Monoclonal Ab like
recombinant protein",E. coli and  C. jejuni infections,Oral,Phase II,Lumen Bioscience,Priority pathogens,Other priority pathogens,Other priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,LMN-101,Non-traditional,Antibodies,"Monoclonal Ab like
recombinant protein",E. coli and  C. jejuni infections,Oral,Phase II,Lumen Bioscience,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,LMN-101,Non-traditional,Antibodies,"Monoclonal Ab like
recombinant protein",E. coli and  C. jejuni infections,Oral,Phase II,Lumen Bioscience,Priority pathogens,Helicobacter pylori,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,LMN-101,Non-traditional,Antibodies,"Monoclonal Ab like
recombinant protein",E. coli and  C. jejuni infections,Oral,Phase II,Lumen Bioscience,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,LMN-101,Non-traditional,Antibodies,"Monoclonal Ab like
recombinant protein",E. coli and  C. jejuni infections,Oral,Phase II,Lumen Bioscience,Priority pathogens,Enterococcus faecium,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,LMN-101,Non-traditional,Antibodies,"Monoclonal Ab like
recombinant protein",E. coli and  C. jejuni infections,Oral,Phase II,Lumen Bioscience,Priority pathogens,Enterobacterales,Critical priority pathogens,Yes,,Yes,,
