Product name,Alternative name,Product type,Non-traditionals categories,Antibacterial class,Indications,Route of administration,R&D phase,Clinical trials,Developer,Pathogen category,Pathogen name,Pathogen activity,Active against priority pathogens?,Innovative?,Mycobacterium tuberculosis,Clostridioides difficile
Enmetazobactam + cefepime,AAl101 + cefepime,Antibiotics,NA,β-lactam BLI + cephalosporin,"cUTI, AP",IV,Phase III,"EudraCT 2017-004868-35, NCT03687255",Allecra therapeutics,Priority pathogens,Enterococcus faecium,Other priority pathogens,NA,No,NA,NA
Enmetazobactam + cefepime,AAl101 + cefepime,Antibiotics,NA,β-lactam BLI + cephalosporin,"cUTI, AP",IV,Phase III,"EudraCT 2017-004868-35, NCT03687255",Allecra therapeutics,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,NA,No,NA,NA
Enmetazobactam + cefepime,AAl101 + cefepime,Antibiotics,NA,β-lactam BLI + cephalosporin,"cUTI, AP",IV,Phase III,"EudraCT 2017-004868-35, NCT03687255",Allecra therapeutics,Priority pathogens,Helicobacter pylori,Other priority pathogens,NA,No,NA,NA
Enmetazobactam + cefepime,AAl101 + cefepime,Antibiotics,NA,β-lactam BLI + cephalosporin,"cUTI, AP",IV,Phase III,"EudraCT 2017-004868-35, NCT03687255",Allecra therapeutics,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,NA,No,NA,NA
Enmetazobactam + cefepime,AAl101 + cefepime,Antibiotics,NA,β-lactam BLI + cephalosporin,"cUTI, AP",IV,Phase III,"EudraCT 2017-004868-35, NCT03687255",Allecra therapeutics,Priority pathogens,Other priority pathogens,Other priority pathogens,NA,No,NA,NA
Enmetazobactam + cefepime,AAl101 + cefepime,Antibiotics,NA,β-lactam BLI + cephalosporin,"cUTI, AP",IV,Phase III,"EudraCT 2017-004868-35, NCT03687255",Allecra therapeutics,Priority pathogens,Staphylococcus aureus,Other priority pathogens,NA,No,NA,NA
Enmetazobactam + cefepime,AAl101 + cefepime,Antibiotics,NA,β-lactam BLI + cephalosporin,"cUTI, AP",IV,Phase III,"EudraCT 2017-004868-35, NCT03687255",Allecra therapeutics,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,NA,No,NA,NA
Enmetazobactam + cefepime,AAl101 + cefepime,Antibiotics,NA,β-lactam BLI + cephalosporin,"cUTI, AP",IV,Phase III,"EudraCT 2017-004868-35, NCT03687255",Allecra therapeutics,Priority pathogens,All critical priority pathogens,Critical priority pathogens,No,No,NA,NA
Enmetazobactam + cefepime,AAl101 + cefepime,Antibiotics,NA,β-lactam BLI + cephalosporin,"cUTI, AP",IV,Phase III,"EudraCT 2017-004868-35, NCT03687255",Allecra therapeutics,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,No,NA,NA
ETX0282 + cefpodoxime,NA,Antibiotics,NA,DBO-BLI/PBP2 binder + cephalosporin,"Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales",Oral,Phase I,NCT03491748,Entasis Therapeutics Inc.,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,NA,No,NA,NA
ETX0282 + cefpodoxime,NA,Antibiotics,NA,DBO-BLI/PBP2 binder + cephalosporin,"Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales",Oral,Phase I,NCT03491748,Entasis Therapeutics Inc.,Priority pathogens,Staphylococcus aureus,Other priority pathogens,NA,No,NA,NA
ETX0282 + cefpodoxime,NA,Antibiotics,NA,DBO-BLI/PBP2 binder + cephalosporin,"Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales",Oral,Phase I,NCT03491748,Entasis Therapeutics Inc.,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Possibly,No,NA,NA
ETX0282 + cefpodoxime,NA,Antibiotics,NA,DBO-BLI/PBP2 binder + cephalosporin,"Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales",Oral,Phase I,NCT03491748,Entasis Therapeutics Inc.,Priority pathogens,Other priority pathogens,Other priority pathogens,NA,No,NA,NA
ETX0282 + cefpodoxime,NA,Antibiotics,NA,DBO-BLI/PBP2 binder + cephalosporin,"Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales",Oral,Phase I,NCT03491748,Entasis Therapeutics Inc.,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,NA,No,NA,NA
ETX0282 + cefpodoxime,NA,Antibiotics,NA,DBO-BLI/PBP2 binder + cephalosporin,"Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales",Oral,Phase I,NCT03491748,Entasis Therapeutics Inc.,Priority pathogens,Helicobacter pylori,Other priority pathogens,NA,No,NA,NA
ETX0282 + cefpodoxime,NA,Antibiotics,NA,DBO-BLI/PBP2 binder + cephalosporin,"Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales",Oral,Phase I,NCT03491748,Entasis Therapeutics Inc.,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,NA,No,NA,NA
ETX0282 + cefpodoxime,NA,Antibiotics,NA,DBO-BLI/PBP2 binder + cephalosporin,"Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales",Oral,Phase I,NCT03491748,Entasis Therapeutics Inc.,Priority pathogens,Enterococcus faecium,Other priority pathogens,NA,No,NA,NA
ETX0282 + cefpodoxime,NA,Antibiotics,NA,DBO-BLI/PBP2 binder + cephalosporin,"Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales",Oral,Phase I,NCT03491748,Entasis Therapeutics Inc.,Priority pathogens,Enterobacterales,Critical priority pathogens,Yes,No,NA,NA
ETX0282 + cefpodoxime,NA,Antibiotics,NA,DBO-BLI/PBP2 binder + cephalosporin,"Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales",Oral,Phase I,NCT03491748,Entasis Therapeutics Inc.,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,No,NA,NA
ETX0282 + cefpodoxime,NA,Antibiotics,NA,DBO-BLI/PBP2 binder + cephalosporin,"Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales",Oral,Phase I,NCT03491748,Entasis Therapeutics Inc.,Priority pathogens,Campylobacter spp.,Other priority pathogens,NA,No,NA,NA
ETX0282 + cefpodoxime,NA,Antibiotics,NA,DBO-BLI/PBP2 binder + cephalosporin,"Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales",Oral,Phase I,NCT03491748,Entasis Therapeutics Inc.,Priority pathogens,All critical priority pathogens,Critical priority pathogens,No,No,NA,NA
ETX0282 + cefpodoxime,NA,Antibiotics,NA,DBO-BLI/PBP2 binder + cephalosporin,"Active against ESBL, OXA-48 and KPC, but not MBL-producing Enterobacterales",Oral,Phase I,NCT03491748,Entasis Therapeutics Inc.,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Possibly,No,NA,NA
Ftortiazinon + cefepime,Fluorothyazinone,Non-traditional,Miscellaneous,Type III secretion system inhibition + cefepime,P. aeruginosa cUTI,Oral,Phase II,NCT03638830,Gamaleya Research Institute of Epidemiology and Microbiology,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,NA,NA,NA,NA
Ftortiazinon + cefepime,Fluorothyazinone,Non-traditional,Miscellaneous,Type III secretion system inhibition + cefepime,P. aeruginosa cUTI,Oral,Phase II,NCT03638830,Gamaleya Research Institute of Epidemiology and Microbiology,Priority pathogens,Staphylococcus aureus,Other priority pathogens,NA,NA,NA,NA
Ftortiazinon + cefepime,Fluorothyazinone,Non-traditional,Miscellaneous,Type III secretion system inhibition + cefepime,P. aeruginosa cUTI,Oral,Phase II,NCT03638830,Gamaleya Research Institute of Epidemiology and Microbiology,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Yes,NA,NA,NA
Ftortiazinon + cefepime,Fluorothyazinone,Non-traditional,Miscellaneous,Type III secretion system inhibition + cefepime,P. aeruginosa cUTI,Oral,Phase II,NCT03638830,Gamaleya Research Institute of Epidemiology and Microbiology,Priority pathogens,Other priority pathogens,Other priority pathogens,NA,NA,NA,NA
Ftortiazinon + cefepime,Fluorothyazinone,Non-traditional,Miscellaneous,Type III secretion system inhibition + cefepime,P. aeruginosa cUTI,Oral,Phase II,NCT03638830,Gamaleya Research Institute of Epidemiology and Microbiology,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,NA,NA,NA,NA
Ftortiazinon + cefepime,Fluorothyazinone,Non-traditional,Miscellaneous,Type III secretion system inhibition + cefepime,P. aeruginosa cUTI,Oral,Phase II,NCT03638830,Gamaleya Research Institute of Epidemiology and Microbiology,Priority pathogens,Helicobacter pylori,Other priority pathogens,NA,NA,NA,NA
Ftortiazinon + cefepime,Fluorothyazinone,Non-traditional,Miscellaneous,Type III secretion system inhibition + cefepime,P. aeruginosa cUTI,Oral,Phase II,NCT03638830,Gamaleya Research Institute of Epidemiology and Microbiology,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,NA,NA,NA,NA
Ftortiazinon + cefepime,Fluorothyazinone,Non-traditional,Miscellaneous,Type III secretion system inhibition + cefepime,P. aeruginosa cUTI,Oral,Phase II,NCT03638830,Gamaleya Research Institute of Epidemiology and Microbiology,Priority pathogens,Enterococcus faecium,Other priority pathogens,NA,NA,NA,NA
Ftortiazinon + cefepime,Fluorothyazinone,Non-traditional,Miscellaneous,Type III secretion system inhibition + cefepime,P. aeruginosa cUTI,Oral,Phase II,NCT03638830,Gamaleya Research Institute of Epidemiology and Microbiology,Priority pathogens,Enterobacterales,Critical priority pathogens,NA,NA,NA,NA
Ftortiazinon + cefepime,Fluorothyazinone,Non-traditional,Miscellaneous,Type III secretion system inhibition + cefepime,P. aeruginosa cUTI,Oral,Phase II,NCT03638830,Gamaleya Research Institute of Epidemiology and Microbiology,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,NA,NA,NA
Ftortiazinon + cefepime,Fluorothyazinone,Non-traditional,Miscellaneous,Type III secretion system inhibition + cefepime,P. aeruginosa cUTI,Oral,Phase II,NCT03638830,Gamaleya Research Institute of Epidemiology and Microbiology,Priority pathogens,Campylobacter spp.,Other priority pathogens,NA,NA,NA,NA
Ftortiazinon + cefepime,Fluorothyazinone,Non-traditional,Miscellaneous,Type III secretion system inhibition + cefepime,P. aeruginosa cUTI,Oral,Phase II,NCT03638830,Gamaleya Research Institute of Epidemiology and Microbiology,Priority pathogens,All critical priority pathogens,Critical priority pathogens,NA,NA,NA,NA
Ftortiazinon + cefepime,Fluorothyazinone,Non-traditional,Miscellaneous,Type III secretion system inhibition + cefepime,P. aeruginosa cUTI,Oral,Phase II,NCT03638830,Gamaleya Research Institute of Epidemiology and Microbiology,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,NA,NA,NA,NA
Gepotidacin,GSK2140944,Antibiotics,NA,Topoisomerase Inhibitors (Triazaacenaphthylene),Uncomplicated urogenital gonorrhea and uUTI,"IV, Oral",Phase III,"NCT04010539, NCT04020341",GSK,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,NA,Yes,NA,NA
Gepotidacin,GSK2140944,Antibiotics,NA,Topoisomerase Inhibitors (Triazaacenaphthylene),Uncomplicated urogenital gonorrhea and uUTI,"IV, Oral",Phase III,"NCT04010539, NCT04020341",GSK,Priority pathogens,All critical priority pathogens,Critical priority pathogens,NA,Yes,NA,NA
Gepotidacin,GSK2140944,Antibiotics,NA,Topoisomerase Inhibitors (Triazaacenaphthylene),Uncomplicated urogenital gonorrhea and uUTI,"IV, Oral",Phase III,"NCT04010539, NCT04020341",GSK,Priority pathogens,Critical priority pathogens,Critical priority pathogens,NA,Yes,NA,NA
Gepotidacin,GSK2140944,Antibiotics,NA,Topoisomerase Inhibitors (Triazaacenaphthylene),Uncomplicated urogenital gonorrhea and uUTI,"IV, Oral",Phase III,"NCT04010539, NCT04020341",GSK,Priority pathogens,Enterobacterales,Critical priority pathogens,NA,Yes,NA,NA
Gepotidacin,GSK2140944,Antibiotics,NA,Topoisomerase Inhibitors (Triazaacenaphthylene),Uncomplicated urogenital gonorrhea and uUTI,"IV, Oral",Phase III,"NCT04010539, NCT04020341",GSK,Priority pathogens,Campylobacter spp.,Other priority pathogens,No,Yes,NA,NA
Gepotidacin,GSK2140944,Antibiotics,NA,Topoisomerase Inhibitors (Triazaacenaphthylene),Uncomplicated urogenital gonorrhea and uUTI,"IV, Oral",Phase III,"NCT04010539, NCT04020341",GSK,Priority pathogens,Enterococcus faecium,Other priority pathogens,No,Yes,NA,NA
Gepotidacin,GSK2140944,Antibiotics,NA,Topoisomerase Inhibitors (Triazaacenaphthylene),Uncomplicated urogenital gonorrhea and uUTI,"IV, Oral",Phase III,"NCT04010539, NCT04020341",GSK,Priority pathogens,Helicobacter pylori,Other priority pathogens,No,Yes,NA,NA
Gepotidacin,GSK2140944,Antibiotics,NA,Topoisomerase Inhibitors (Triazaacenaphthylene),Uncomplicated urogenital gonorrhea and uUTI,"IV, Oral",Phase III,"NCT04010539, NCT04020341",GSK,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,No,Yes,NA,NA
Gepotidacin,GSK2140944,Antibiotics,NA,Topoisomerase Inhibitors (Triazaacenaphthylene),Uncomplicated urogenital gonorrhea and uUTI,"IV, Oral",Phase III,"NCT04010539, NCT04020341",GSK,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,No,Yes,NA,NA
Gepotidacin,GSK2140944,Antibiotics,NA,Topoisomerase Inhibitors (Triazaacenaphthylene),Uncomplicated urogenital gonorrhea and uUTI,"IV, Oral",Phase III,"NCT04010539, NCT04020341",GSK,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,Yes,Yes,NA,NA
Gepotidacin,GSK2140944,Antibiotics,NA,Topoisomerase Inhibitors (Triazaacenaphthylene),Uncomplicated urogenital gonorrhea and uUTI,"IV, Oral",Phase III,"NCT04010539, NCT04020341",GSK,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,Yes,Yes,NA,NA
Gepotidacin,GSK2140944,Antibiotics,NA,Topoisomerase Inhibitors (Triazaacenaphthylene),Uncomplicated urogenital gonorrhea and uUTI,"IV, Oral",Phase III,"NCT04010539, NCT04020341",GSK,Priority pathogens,Other priority pathogens,Other priority pathogens,Yes,Yes,NA,NA
Gepotidacin,GSK2140944,Antibiotics,NA,Topoisomerase Inhibitors (Triazaacenaphthylene),Uncomplicated urogenital gonorrhea and uUTI,"IV, Oral",Phase III,"NCT04010539, NCT04020341",GSK,Priority pathogens,Staphylococcus aureus,Other priority pathogens,Yes,Yes,NA,NA
GSK3882347,NA,Non-traditional,Miscellaneous,Undisclosed (FimH),E.coli UTI,Oral,Phase I,NCT04488770,GSK,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,NA,NA,NA,NA
GSK3882347,NA,Non-traditional,Miscellaneous,Undisclosed (FimH),E.coli UTI,Oral,Phase I,NCT04488770,GSK,Priority pathogens,Staphylococcus aureus,Other priority pathogens,NA,NA,NA,NA
GSK3882347,NA,Non-traditional,Miscellaneous,Undisclosed (FimH),E.coli UTI,Oral,Phase I,NCT04488770,GSK,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,NA,NA,NA,NA
GSK3882347,NA,Non-traditional,Miscellaneous,Undisclosed (FimH),E.coli UTI,Oral,Phase I,NCT04488770,GSK,Priority pathogens,Other priority pathogens,Other priority pathogens,NA,NA,NA,NA
GSK3882347,NA,Non-traditional,Miscellaneous,Undisclosed (FimH),E.coli UTI,Oral,Phase I,NCT04488770,GSK,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,NA,NA,NA,NA
GSK3882347,NA,Non-traditional,Miscellaneous,Undisclosed (FimH),E.coli UTI,Oral,Phase I,NCT04488770,GSK,Priority pathogens,Helicobacter pylori,Other priority pathogens,NA,NA,NA,NA
GSK3882347,NA,Non-traditional,Miscellaneous,Undisclosed (FimH),E.coli UTI,Oral,Phase I,NCT04488770,GSK,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,NA,NA,NA,NA
GSK3882347,NA,Non-traditional,Miscellaneous,Undisclosed (FimH),E.coli UTI,Oral,Phase I,NCT04488770,GSK,Priority pathogens,Enterococcus faecium,Other priority pathogens,NA,NA,NA,NA
GSK3882347,NA,Non-traditional,Miscellaneous,Undisclosed (FimH),E.coli UTI,Oral,Phase I,NCT04488770,GSK,Priority pathogens,Enterobacterales,Critical priority pathogens,Yes,NA,NA,NA
GSK3882347,NA,Non-traditional,Miscellaneous,Undisclosed (FimH),E.coli UTI,Oral,Phase I,NCT04488770,GSK,Priority pathogens,Critical priority pathogens,Critical priority pathogens,NA,NA,NA,NA
GSK3882347,NA,Non-traditional,Miscellaneous,Undisclosed (FimH),E.coli UTI,Oral,Phase I,NCT04488770,GSK,Priority pathogens,Campylobacter spp.,Other priority pathogens,NA,NA,NA,NA
GSK3882347,NA,Non-traditional,Miscellaneous,Undisclosed (FimH),E.coli UTI,Oral,Phase I,NCT04488770,GSK,Priority pathogens,All critical priority pathogens,Critical priority pathogens,NA,NA,NA,NA
GSK3882347,NA,Non-traditional,Miscellaneous,Undisclosed (FimH),E.coli UTI,Oral,Phase I,NCT04488770,GSK,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,NA,NA,NA,NA
KBP-7072,NA,Antibiotics,NA,Tetracycline,"Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)",Oral,Phase I,"NCT02454361, NCT02654626, NCT04532957","KBP BioSciences Pharmaceutical Technical Co., Ltd.",Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,No,No,NA,NA
KBP-7072,NA,Antibiotics,NA,Tetracycline,"Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)",Oral,Phase I,"NCT02454361, NCT02654626, NCT04532957","KBP BioSciences Pharmaceutical Technical Co., Ltd.",Priority pathogens,Staphylococcus aureus,Other priority pathogens,Yes,No,NA,NA
KBP-7072,NA,Antibiotics,NA,Tetracycline,"Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)",Oral,Phase I,"NCT02454361, NCT02654626, NCT04532957","KBP BioSciences Pharmaceutical Technical Co., Ltd.",Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Possibly,No,NA,NA
KBP-7072,NA,Antibiotics,NA,Tetracycline,"Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)",Oral,Phase I,"NCT02454361, NCT02654626, NCT04532957","KBP BioSciences Pharmaceutical Technical Co., Ltd.",Priority pathogens,Other priority pathogens,Other priority pathogens,Yes,No,NA,NA
KBP-7072,NA,Antibiotics,NA,Tetracycline,"Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)",Oral,Phase I,"NCT02454361, NCT02654626, NCT04532957","KBP BioSciences Pharmaceutical Technical Co., Ltd.",Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,No,No,NA,NA
KBP-7072,NA,Antibiotics,NA,Tetracycline,"Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)",Oral,Phase I,"NCT02454361, NCT02654626, NCT04532957","KBP BioSciences Pharmaceutical Technical Co., Ltd.",Priority pathogens,Helicobacter pylori,Other priority pathogens,No,No,NA,NA
KBP-7072,NA,Antibiotics,NA,Tetracycline,"Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)",Oral,Phase I,"NCT02454361, NCT02654626, NCT04532957","KBP BioSciences Pharmaceutical Technical Co., Ltd.",Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,Yes,No,NA,NA
KBP-7072,NA,Antibiotics,NA,Tetracycline,"Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)",Oral,Phase I,"NCT02454361, NCT02654626, NCT04532957","KBP BioSciences Pharmaceutical Technical Co., Ltd.",Priority pathogens,Enterococcus faecium,Other priority pathogens,No,No,NA,NA
KBP-7072,NA,Antibiotics,NA,Tetracycline,"Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)",Oral,Phase I,"NCT02454361, NCT02654626, NCT04532957","KBP BioSciences Pharmaceutical Technical Co., Ltd.",Priority pathogens,Enterobacterales,Critical priority pathogens,Possibly,No,NA,NA
KBP-7072,NA,Antibiotics,NA,Tetracycline,"Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)",Oral,Phase I,"NCT02454361, NCT02654626, NCT04532957","KBP BioSciences Pharmaceutical Technical Co., Ltd.",Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,No,NA,NA
KBP-7072,NA,Antibiotics,NA,Tetracycline,"Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)",Oral,Phase I,"NCT02454361, NCT02654626, NCT04532957","KBP BioSciences Pharmaceutical Technical Co., Ltd.",Priority pathogens,Campylobacter spp.,Other priority pathogens,No,No,NA,NA
KBP-7072,NA,Antibiotics,NA,Tetracycline,"Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)",Oral,Phase I,"NCT02454361, NCT02654626, NCT04532957","KBP BioSciences Pharmaceutical Technical Co., Ltd.",Priority pathogens,All critical priority pathogens,Critical priority pathogens,No,No,NA,NA
KBP-7072,NA,Antibiotics,NA,Tetracycline,"Multi-drug resistant bacterial infections including (CABP, DFI, cUTI, cIAI)",Oral,Phase I,"NCT02454361, NCT02654626, NCT04532957","KBP BioSciences Pharmaceutical Technical Co., Ltd.",Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Yes,No,NA,NA
LBP-EC01,NA,Non-traditional,Bacteriophages and phage-derived enzymes,CRISPR-Cas3 enhanced phage,E. coli,IV,Phase I,NCT04191148,Locus Bioscience,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,NA,NA,NA,NA
LBP-EC01,NA,Non-traditional,Bacteriophages and phage-derived enzymes,CRISPR-Cas3 enhanced phage,E. coli,IV,Phase I,NCT04191148,Locus Bioscience,Priority pathogens,Staphylococcus aureus,Other priority pathogens,NA,NA,NA,NA
LBP-EC01,NA,Non-traditional,Bacteriophages and phage-derived enzymes,CRISPR-Cas3 enhanced phage,E. coli,IV,Phase I,NCT04191148,Locus Bioscience,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,NA,NA,NA,NA
LBP-EC01,NA,Non-traditional,Bacteriophages and phage-derived enzymes,CRISPR-Cas3 enhanced phage,E. coli,IV,Phase I,NCT04191148,Locus Bioscience,Priority pathogens,Other priority pathogens,Other priority pathogens,NA,NA,NA,NA
LBP-EC01,NA,Non-traditional,Bacteriophages and phage-derived enzymes,CRISPR-Cas3 enhanced phage,E. coli,IV,Phase I,NCT04191148,Locus Bioscience,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,NA,NA,NA,NA
LBP-EC01,NA,Non-traditional,Bacteriophages and phage-derived enzymes,CRISPR-Cas3 enhanced phage,E. coli,IV,Phase I,NCT04191148,Locus Bioscience,Priority pathogens,Helicobacter pylori,Other priority pathogens,NA,NA,NA,NA
LBP-EC01,NA,Non-traditional,Bacteriophages and phage-derived enzymes,CRISPR-Cas3 enhanced phage,E. coli,IV,Phase I,NCT04191148,Locus Bioscience,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,NA,NA,NA,NA
LBP-EC01,NA,Non-traditional,Bacteriophages and phage-derived enzymes,CRISPR-Cas3 enhanced phage,E. coli,IV,Phase I,NCT04191148,Locus Bioscience,Priority pathogens,Enterococcus faecium,Other priority pathogens,NA,NA,NA,NA
LBP-EC01,NA,Non-traditional,Bacteriophages and phage-derived enzymes,CRISPR-Cas3 enhanced phage,E. coli,IV,Phase I,NCT04191148,Locus Bioscience,Priority pathogens,Enterobacterales,Critical priority pathogens,Yes,NA,NA,NA
LBP-EC01,NA,Non-traditional,Bacteriophages and phage-derived enzymes,CRISPR-Cas3 enhanced phage,E. coli,IV,Phase I,NCT04191148,Locus Bioscience,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,NA,NA,NA
LBP-EC01,NA,Non-traditional,Bacteriophages and phage-derived enzymes,CRISPR-Cas3 enhanced phage,E. coli,IV,Phase I,NCT04191148,Locus Bioscience,Priority pathogens,Campylobacter spp.,Other priority pathogens,NA,NA,NA,NA
LBP-EC01,NA,Non-traditional,Bacteriophages and phage-derived enzymes,CRISPR-Cas3 enhanced phage,E. coli,IV,Phase I,NCT04191148,Locus Bioscience,Priority pathogens,All critical priority pathogens,Critical priority pathogens,NA,NA,NA,NA
LBP-EC01,NA,Non-traditional,Bacteriophages and phage-derived enzymes,CRISPR-Cas3 enhanced phage,E. coli,IV,Phase I,NCT04191148,Locus Bioscience,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,NA,NA,NA,NA
LMN-101,NA,Non-traditional,Antibodies,"Monoclonal Ab like
recombinant protein",E. coli and  C. jejuni infections,Oral,Phase II,"NCT04098263, NCT04182490",Lumen Bioscience,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,NA,NA,NA,NA
LMN-101,NA,Non-traditional,Antibodies,"Monoclonal Ab like
recombinant protein",E. coli and  C. jejuni infections,Oral,Phase II,"NCT04098263, NCT04182490",Lumen Bioscience,Priority pathogens,Staphylococcus aureus,Other priority pathogens,NA,NA,NA,NA
LMN-101,NA,Non-traditional,Antibodies,"Monoclonal Ab like
recombinant protein",E. coli and  C. jejuni infections,Oral,Phase II,"NCT04098263, NCT04182490",Lumen Bioscience,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,NA,NA,NA,NA
LMN-101,NA,Non-traditional,Antibodies,"Monoclonal Ab like
recombinant protein",E. coli and  C. jejuni infections,Oral,Phase II,"NCT04098263, NCT04182490",Lumen Bioscience,Priority pathogens,Other priority pathogens,Other priority pathogens,Yes,NA,NA,NA
LMN-101,NA,Non-traditional,Antibodies,"Monoclonal Ab like
recombinant protein",E. coli and  C. jejuni infections,Oral,Phase II,"NCT04098263, NCT04182490",Lumen Bioscience,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,NA,NA,NA,NA
LMN-101,NA,Non-traditional,Antibodies,"Monoclonal Ab like
recombinant protein",E. coli and  C. jejuni infections,Oral,Phase II,"NCT04098263, NCT04182490",Lumen Bioscience,Priority pathogens,Helicobacter pylori,Other priority pathogens,NA,NA,NA,NA
LMN-101,NA,Non-traditional,Antibodies,"Monoclonal Ab like
recombinant protein",E. coli and  C. jejuni infections,Oral,Phase II,"NCT04098263, NCT04182490",Lumen Bioscience,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,NA,NA,NA,NA
LMN-101,NA,Non-traditional,Antibodies,"Monoclonal Ab like
recombinant protein",E. coli and  C. jejuni infections,Oral,Phase II,"NCT04098263, NCT04182490",Lumen Bioscience,Priority pathogens,Enterococcus faecium,Other priority pathogens,NA,NA,NA,NA
LMN-101,NA,Non-traditional,Antibodies,"Monoclonal Ab like
recombinant protein",E. coli and  C. jejuni infections,Oral,Phase II,"NCT04098263, NCT04182490",Lumen Bioscience,Priority pathogens,Enterobacterales,Critical priority pathogens,Yes,NA,NA,NA
LMN-101,NA,Non-traditional,Antibodies,"Monoclonal Ab like
recombinant protein",E. coli and  C. jejuni infections,Oral,Phase II,"NCT04098263, NCT04182490",Lumen Bioscience,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,NA,NA,NA
LMN-101,NA,Non-traditional,Antibodies,"Monoclonal Ab like
recombinant protein",E. coli and  C. jejuni infections,Oral,Phase II,"NCT04098263, NCT04182490",Lumen Bioscience,Priority pathogens,Campylobacter spp.,Other priority pathogens,Yes,NA,NA,NA
LMN-101,NA,Non-traditional,Antibodies,"Monoclonal Ab like
recombinant protein",E. coli and  C. jejuni infections,Oral,Phase II,"NCT04098263, NCT04182490",Lumen Bioscience,Priority pathogens,All critical priority pathogens,Critical priority pathogens,NA,NA,NA,NA
