Data.source	Date.of.update	Alternative.name	Product.type	Antibacterial.class	Indications	Route.of.administration	R.D.phase	Clinical.trials	Developer	Pathogen.category	Pathogen.name	Pathogen.activity	Active.against.priority.pathogens.	Innovative.	NCE.	Mycobacterium.tuberculosis	Clostridioides.difficile	Combined.Categories
WHO AMR pipeline analysis	01 Nov-21	Tonabacase, SAL200	Non-traditional	Phage endolysin	S. aureus bacteremia	IV	Phase II	NCT03089697, NCT03446053	 Roivant Sciences/iNtRON Biotechnology	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04649541	MicuRx	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	No	Yes	No	Unknown	MRX-8
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04649541	MicuRx	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	No	Yes	No	Unknown	MRX-8
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04649541	MicuRx	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Yes	No	Yes	No	Unknown	MRX-8
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04649541	MicuRx	Priority pathogens	Other priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	MRX-8
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04649541	MicuRx	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	No	Yes	No	Unknown	MRX-8
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04649541	MicuRx	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	No	Yes	No	Unknown	MRX-8
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04649541	MicuRx	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	MRX-8
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04649541	MicuRx	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	No	Yes	No	Unknown	MRX-8
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04649541	MicuRx	Priority pathogens	Enterobacterales	Critical priority pathogens	Yes	No	Yes	No	Unknown	MRX-8
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04649541	MicuRx	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	No	Yes	No	Unknown	MRX-8
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04649541	MicuRx	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	No	Yes	No	Unknown	MRX-8
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04649541	MicuRx	Priority pathogens	All critical priority pathogens	Critical priority pathogens	Yes	No	Yes	No	Unknown	MRX-8
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04649541	MicuRx	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Yes	No	Yes	No	Unknown	MRX-8
WHO AMR pipeline analysis	01 Nov-21	OP0595	Antibiotics	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	No	Yes	No	Unknown	Nacubactam + meropenem
WHO AMR pipeline analysis	01 Nov-21	OP0595	Antibiotics	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	No	Yes	No	Unknown	Nacubactam + meropenem
WHO AMR pipeline analysis	01 Nov-21	OP0595	Antibiotics	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Possibly	No	Yes	No	Unknown	Nacubactam + meropenem
WHO AMR pipeline analysis	01 Nov-21	OP0595	Antibiotics	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Other priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Nacubactam + meropenem
WHO AMR pipeline analysis	01 Nov-21	OP0595	Antibiotics	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	No	Yes	No	Unknown	Nacubactam + meropenem
WHO AMR pipeline analysis	01 Nov-21	OP0595	Antibiotics	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	No	Yes	No	Unknown	Nacubactam + meropenem
WHO AMR pipeline analysis	01 Nov-21	OP0595	Antibiotics	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Nacubactam + meropenem
WHO AMR pipeline analysis	01 Nov-21	OP0595	Antibiotics	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	No	Yes	No	Unknown	Nacubactam + meropenem
WHO AMR pipeline analysis	01 Nov-21	OP0595	Antibiotics	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Enterobacterales	Critical priority pathogens	Yes	No	Yes	No	Unknown	Nacubactam + meropenem
WHO AMR pipeline analysis	01 Nov-21	OP0595	Antibiotics	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	No	Yes	No	Unknown	Nacubactam + meropenem
WHO AMR pipeline analysis	01 Nov-21	OP0595	Antibiotics	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	No	Yes	No	Unknown	Nacubactam + meropenem
WHO AMR pipeline analysis	01 Nov-21	OP0595	Antibiotics	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	Nacubactam + meropenem
WHO AMR pipeline analysis	01 Nov-21	OP0595	Antibiotics	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Possibly	No	Yes	No	Unknown	Nacubactam + meropenem
WHO AMR pipeline analysis	01 Nov-21	WCK 4873	Antibiotics	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	No	No	Yes	No	Unknown	Nafithromycin
WHO AMR pipeline analysis	01 Nov-21	WCK 4873	Antibiotics	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	Nafithromycin
WHO AMR pipeline analysis	01 Nov-21	WCK 4873	Antibiotics	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	Nafithromycin
WHO AMR pipeline analysis	01 Nov-21	WCK 4873	Antibiotics	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Enterobacterales	Critical priority pathogens	No	No	Yes	No	Unknown	Nafithromycin
WHO AMR pipeline analysis	01 Nov-21	WCK 4873	Antibiotics	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	No	No	Yes	No	Unknown	Nafithromycin
WHO AMR pipeline analysis	01 Nov-21	WCK 4873	Antibiotics	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	No	Yes	No	Unknown	Nafithromycin
WHO AMR pipeline analysis	01 Nov-21	WCK 4873	Antibiotics	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	No	Yes	No	Unknown	Nafithromycin
WHO AMR pipeline analysis	01 Nov-21	WCK 4873	Antibiotics	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	No	Yes	No	Unknown	Nafithromycin
WHO AMR pipeline analysis	01 Nov-21	WCK 4873	Antibiotics	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	No	Yes	No	Unknown	Nafithromycin
WHO AMR pipeline analysis	01 Nov-21	WCK 4873	Antibiotics	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	Yes	No	Yes	No	Unknown	Nafithromycin
WHO AMR pipeline analysis	01 Nov-21	WCK 4873	Antibiotics	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Other priority pathogens	Other priority pathogens	Yes	No	Yes	No	Unknown	Nafithromycin
WHO AMR pipeline analysis	01 Nov-21	WCK 4873	Antibiotics	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Staphylococcus aureus	Other priority pathogens	Yes	No	Yes	No	Unknown	Nafithromycin
WHO AMR pipeline analysis	01 Nov-21	WCK 4873	Antibiotics	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	Yes	No	Yes	No	Unknown	Nafithromycin
WHO AMR pipeline analysis	01 Nov-21	CF-5/20	Non-traditional	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
WHO AMR pipeline analysis	01 Nov-21	CF-5/20	Non-traditional	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
WHO AMR pipeline analysis	01 Nov-21	CF-5/20	Non-traditional	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Yes	No	Yes	No	Unknown	Miscellaneous
WHO AMR pipeline analysis	01 Nov-21	CF-5/20	Non-traditional	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Other priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
WHO AMR pipeline analysis	01 Nov-21	CF-5/20	Non-traditional	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
WHO AMR pipeline analysis	01 Nov-21	CF-5/20	Non-traditional	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
WHO AMR pipeline analysis	01 Nov-21	CF-5/20	Non-traditional	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
WHO AMR pipeline analysis	01 Nov-21	CF-5/20	Non-traditional	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
WHO AMR pipeline analysis	01 Nov-21	CF-5/20	Non-traditional	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Enterobacterales	Critical priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
WHO AMR pipeline analysis	01 Nov-21	CF-5/20	Non-traditional	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	No	Yes	No	Unknown	Miscellaneous
WHO AMR pipeline analysis	01 Nov-21	CF-5/20	Non-traditional	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
WHO AMR pipeline analysis	01 Nov-21	CF-5/20	Non-traditional	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
WHO AMR pipeline analysis	01 Nov-21	CF-5/20	Non-traditional	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
WHO AMR pipeline analysis	01 Nov-21	None	Non-traditional	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
WHO AMR pipeline analysis	01 Nov-21	None	Non-traditional	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
WHO AMR pipeline analysis	01 Nov-21	None	Non-traditional	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
WHO AMR pipeline analysis	01 Nov-21	None	Non-traditional	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Other priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
WHO AMR pipeline analysis	01 Nov-21	None	Non-traditional	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
WHO AMR pipeline analysis	01 Nov-21	None	Non-traditional	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
WHO AMR pipeline analysis	01 Nov-21	None	Non-traditional	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
WHO AMR pipeline analysis	01 Nov-21	None	Non-traditional	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
WHO AMR pipeline analysis	01 Nov-21	None	Non-traditional	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Enterobacterales	Critical priority pathogens	Yes	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
WHO AMR pipeline analysis	01 Nov-21	None	Non-traditional	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
WHO AMR pipeline analysis	01 Nov-21	None	Non-traditional	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
WHO AMR pipeline analysis	01 Nov-21	None	Non-traditional	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
WHO AMR pipeline analysis	01 Nov-21	None	Non-traditional	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2014
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2014
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Yes	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2014
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Other priority pathogens	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2014
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2014
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2014
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2014
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2014
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Enterobacterales	Critical priority pathogens	Yes	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2014
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2014
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2014
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	All critical priority pathogens	Critical priority pathogens	Yes	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2014
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Yes	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2014
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2015
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2015
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Possibly	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2015
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Other priority pathogens	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2015
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2015
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2015
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2015
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2015
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Enterobacterales	Critical priority pathogens	Yes	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2015
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2015
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2015
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	All critical priority pathogens	Critical priority pathogens	Possibly	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2015
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Possibly	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2015
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04808414	Qpex Biopharma	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX9003
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04808414	Qpex Biopharma	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX9003
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04808414	Qpex Biopharma	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Possibly	Inconclusive	Yes	No	Unknown	QPX9003
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04808414	Qpex Biopharma	Priority pathogens	Other priority pathogens	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX9003
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04808414	Qpex Biopharma	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX9003
