	Data.source	Date.of.update	Alternative.name	Product.type	Antibacterial.class	Indications	Route.of.administration	R.D.phase	Clinical.trials	Developer	Pathogen.category	Pathogen.name	Pathogen.activity	Active.against.priority.pathogens.	Innovative.	NCE.	Mycobacterium.tuberculosis	Clostridioides.difficile	Combined.Categories
333	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04649541	MicuRx	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	No	Yes	No	Unknown	MRX-8
334	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04649541	MicuRx	Priority pathogens	Enterobacterales	Critical priority pathogens	Yes	No	Yes	No	Unknown	MRX-8
335	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04649541	MicuRx	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	No	Yes	No	Unknown	MRX-8
336	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04649541	MicuRx	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	No	Yes	No	Unknown	MRX-8
337	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04649541	MicuRx	Priority pathogens	All critical priority pathogens	Critical priority pathogens	Yes	No	Yes	No	Unknown	MRX-8
338	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04649541	MicuRx	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Yes	No	Yes	No	Unknown	MRX-8
339	WHO AMR pipeline analysis	2021-11-01	OP0595	Antibiotics	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	No	Yes	No	Unknown	Nacubactam + meropenem
340	WHO AMR pipeline analysis	2021-11-01	OP0595	Antibiotics	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	No	Yes	No	Unknown	Nacubactam + meropenem
341	WHO AMR pipeline analysis	2021-11-01	OP0595	Antibiotics	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Possibly	No	Yes	No	Unknown	Nacubactam + meropenem
342	WHO AMR pipeline analysis	2021-11-01	OP0595	Antibiotics	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Other priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Nacubactam + meropenem
343	WHO AMR pipeline analysis	2021-11-01	OP0595	Antibiotics	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	No	Yes	No	Unknown	Nacubactam + meropenem
344	WHO AMR pipeline analysis	2021-11-01	OP0595	Antibiotics	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	No	Yes	No	Unknown	Nacubactam + meropenem
345	WHO AMR pipeline analysis	2021-11-01	OP0595	Antibiotics	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Nacubactam + meropenem
346	WHO AMR pipeline analysis	2021-11-01	OP0595	Antibiotics	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	No	Yes	No	Unknown	Nacubactam + meropenem
347	WHO AMR pipeline analysis	2021-11-01	OP0595	Antibiotics	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Enterobacterales	Critical priority pathogens	Yes	No	Yes	No	Unknown	Nacubactam + meropenem
348	WHO AMR pipeline analysis	2021-11-01	OP0595	Antibiotics	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	No	Yes	No	Unknown	Nacubactam + meropenem
349	WHO AMR pipeline analysis	2021-11-01	OP0595	Antibiotics	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	No	Yes	No	Unknown	Nacubactam + meropenem
350	WHO AMR pipeline analysis	2021-11-01	OP0595	Antibiotics	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	Nacubactam + meropenem
351	WHO AMR pipeline analysis	2021-11-01	OP0595	Antibiotics	DBO-BLI/PBP2 binder + cephalosporin	Bacterial infections	IV	Phase I	NCT03174795	Meiji Seika	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Possibly	No	Yes	No	Unknown	Nacubactam + meropenem
352	WHO AMR pipeline analysis	2021-11-01	WCK 4873	Antibiotics	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	No	No	Yes	No	Unknown	Nafithromycin
353	WHO AMR pipeline analysis	2021-11-01	WCK 4873	Antibiotics	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	Nafithromycin
354	WHO AMR pipeline analysis	2021-11-01	WCK 4873	Antibiotics	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	Nafithromycin
355	WHO AMR pipeline analysis	2021-11-01	WCK 4873	Antibiotics	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Enterobacterales	Critical priority pathogens	No	No	Yes	No	Unknown	Nafithromycin
356	WHO AMR pipeline analysis	2021-11-01	WCK 4873	Antibiotics	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	No	No	Yes	No	Unknown	Nafithromycin
357	WHO AMR pipeline analysis	2021-11-01	WCK 4873	Antibiotics	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	No	Yes	No	Unknown	Nafithromycin
358	WHO AMR pipeline analysis	2021-11-01	WCK 4873	Antibiotics	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	No	Yes	No	Unknown	Nafithromycin
359	WHO AMR pipeline analysis	2021-11-01	WCK 4873	Antibiotics	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	No	Yes	No	Unknown	Nafithromycin
360	WHO AMR pipeline analysis	2021-11-01	WCK 4873	Antibiotics	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	No	Yes	No	Unknown	Nafithromycin
361	WHO AMR pipeline analysis	2021-11-01	WCK 4873	Antibiotics	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	Yes	No	Yes	No	Unknown	Nafithromycin
362	WHO AMR pipeline analysis	2021-11-01	WCK 4873	Antibiotics	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Other priority pathogens	Other priority pathogens	Yes	No	Yes	No	Unknown	Nafithromycin
363	WHO AMR pipeline analysis	2021-11-01	WCK 4873	Antibiotics	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Staphylococcus aureus	Other priority pathogens	Yes	No	Yes	No	Unknown	Nafithromycin
364	WHO AMR pipeline analysis	2021-11-01	WCK 4873	Antibiotics	Macrolide	CABP (caused by S. pneumoniae and S. aureus)	Oral	Phase III	NCT02903836, CTRI/2019/11/021964	Wockhardt Ltd.	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	Yes	No	Yes	No	Unknown	Nafithromycin
365	WHO AMR pipeline analysis	2021-11-01	CF-5/20	Non-traditional	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
366	WHO AMR pipeline analysis	2021-11-01	CF-5/20	Non-traditional	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
367	WHO AMR pipeline analysis	2021-11-01	CF-5/20	Non-traditional	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Yes	No	Yes	No	Unknown	Miscellaneous
368	WHO AMR pipeline analysis	2021-11-01	CF-5/20	Non-traditional	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Other priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
369	WHO AMR pipeline analysis	2021-11-01	CF-5/20	Non-traditional	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
370	WHO AMR pipeline analysis	2021-11-01	CF-5/20	Non-traditional	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
371	WHO AMR pipeline analysis	2021-11-01	CF-5/20	Non-traditional	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
372	WHO AMR pipeline analysis	2021-11-01	CF-5/20	Non-traditional	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
373	WHO AMR pipeline analysis	2021-11-01	CF-5/20	Non-traditional	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Enterobacterales	Critical priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
374	WHO AMR pipeline analysis	2021-11-01	CF-5/20	Non-traditional	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	No	Yes	No	Unknown	Miscellaneous
375	WHO AMR pipeline analysis	2021-11-01	CF-5/20	Non-traditional	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
376	WHO AMR pipeline analysis	2021-11-01	CF-5/20	Non-traditional	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
377	WHO AMR pipeline analysis	2021-11-01	CF-5/20	Non-traditional	Alginate oligosaccharide (G-block) fragment	Cystic fibrosis	Inhalation	Phase II	NCT03822455	AlgiPharma AS	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
378	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
379	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
380	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
381	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Other priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
382	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
383	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
384	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
385	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
386	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Enterobacterales	Critical priority pathogens	Yes	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
387	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
388	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
389	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
390	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	E. coli	IV	Phase II	NCT04287478	"Adaptive Phage
Therapeutics"	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
391	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2014
392	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2014
393	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Yes	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2014
394	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Other priority pathogens	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2014
395	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2014
396	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2014
397	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2014
398	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2014
399	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Enterobacterales	Critical priority pathogens	Yes	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2014
400	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2014
401	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2014
402	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	All critical priority pathogens	Critical priority pathogens	Yes	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2014
403	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	IV	Phase I	NCT04380207, NCT05072444	Qpex Biopharma	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Yes	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2014
404	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2015
405	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2015
406	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Possibly	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2015
407	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Other priority pathogens	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2015
408	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2015
409	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2015
410	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2015
411	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2015
412	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Enterobacterales	Critical priority pathogens	Yes	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2015
413	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2015
414	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2015
415	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	All critical priority pathogens	Critical priority pathogens	Possibly	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2015
416	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Boronate-BLI + undisclosed	 Gram-negative infections	Oral	Phase I	NCT03939429	Qpex Biopharma	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Possibly	Inconclusive	Yes	No	Unknown	QPX7728 + QPX2015
417	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04808414	Qpex Biopharma	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX9003
418	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04808414	Qpex Biopharma	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX9003
419	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04808414	Qpex Biopharma	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Possibly	Inconclusive	Yes	No	Unknown	QPX9003
420	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04808414	Qpex Biopharma	Priority pathogens	Other priority pathogens	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX9003
421	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04808414	Qpex Biopharma	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX9003
422	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04808414	Qpex Biopharma	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX9003
423	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04808414	Qpex Biopharma	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX9003
424	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04808414	Qpex Biopharma	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX9003
425	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04808414	Qpex Biopharma	Priority pathogens	Enterobacterales	Critical priority pathogens	Possibly	Inconclusive	Yes	No	Unknown	QPX9003
426	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04808414	Qpex Biopharma	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Possibly	Inconclusive	Yes	No	Unknown	QPX9003
427	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04808414	Qpex Biopharma	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	QPX9003
428	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04808414	Qpex Biopharma	Priority pathogens	All critical priority pathogens	Critical priority pathogens	Possibly	Inconclusive	Yes	No	Unknown	QPX9003
429	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Polymyxin	 Gram-negative infections	IV	Phase I	NCT04808414	Qpex Biopharma	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Possibly	Inconclusive	Yes	No	Unknown	QPX9003
